" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";306
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1487
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";318
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1082
" ";" ";"Luksemburg"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";111
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";691
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";137
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";891
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";94
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";492
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";90
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";256
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";94
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";425
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";71
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";198
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";91
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";391
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";113
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";341
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";127
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";440
" ";" ";"Madžarska"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";7209
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";21488
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6318
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";19280
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6027
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";17360
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6288
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";17783
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6212
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";18022
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6073
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";18029
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6488
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";19255
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";7244
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";21930
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";7904
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";22151
" ";" ";"Makedonija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1660
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5321
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1433
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4513
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1769
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4656
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2190
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5257
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1607
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4743
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2169
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4954
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1571
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5026
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1836
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5008
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2343
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";6472
" ";" ";"Malta"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";211
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";962
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";30
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";106
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";73
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";286
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";29
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";111
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";116
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";445
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";121
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";373
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";35
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";106
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";263
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1720
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";27
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";54
" ";" ";"Nemèija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";24881
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";110581
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";21989
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";95638
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";22019
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";94367
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";22927
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";101680
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";25475
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";109518
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";24643
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";107572
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";24254
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";106388
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";26513
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";111012
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";27501
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";114513
" ";" ";"Nizozemska"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";8273
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";46458
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";8851
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";48046
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";7917
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";40532
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";9822
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";55596
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";13418
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";81603
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";14231
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";87047
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";13079
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";87636
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";12828
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";82978
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";12011
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";72730
" ";" ";"Norveška"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";470
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1325
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";418
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1245
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";311
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";925
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";419
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1178
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";317
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1158
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";321
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";873
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";273
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";747
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";337
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1086
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";352
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1237
" ";" ";"Poljska"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4064
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";10039
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";3367
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";8912
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";3815
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";12559
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4193
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";13855
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4353
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";14657
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";5656
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";19632
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";5825
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";19500
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6285
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";20779
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6767
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";21251
" ";" ";"Portugalska"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";275
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";713
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";219
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";791
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";280
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";483
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";340
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";859
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";374
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1213
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";331
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1219
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";387
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1569
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";419
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1491
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";281
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";906
" ";" ";"Romunija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1380
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3255
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1185
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3494
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1434
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4414
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1659
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4684
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1889
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5935
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1722
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5745
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1990
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";6498
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2226
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";7376
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2569
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";8297
" ";" ";"Ruska federacija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6494
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";62110
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";7154
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";72458
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";10159
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";109897
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";12521
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";129697
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";17204
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";198940
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";15799
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";167940
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";14750
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";152299
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";10145
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";91968
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";10515
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";92590
" ";" ";"Slovaška"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1937
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4976
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1809
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5132
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1884
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5078
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1927
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5238
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2269
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";6079
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2017
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5682
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1942
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4831
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2024
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5314
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2394
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";7613
" ";" ";"Srbija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6956
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";20879
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";9279
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";29221
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";20230
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";60942
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";19003
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";57674
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";18420
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";54592
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";18833
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";56199
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";18082
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";53101
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";18452
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";54339
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";20409
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";56213
" ";" ";"Španija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1416
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3250
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1228
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";2881
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";987
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";2428
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1207
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3168
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1244
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3556
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1592
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4921
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1228
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3344
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1250
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3573
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1221
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3194
" ";" ";"Švedska"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1113
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4265
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1027
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4073
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";836
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3282
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";974
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3785
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1010
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4198
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1221
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4193
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1078
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4587
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1074
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4291
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1254
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4666
" ";" ";"Švica"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2384
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";8276
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2019
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";7811
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2097
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";7091
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2039
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";6851
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2219
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";8120
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2221
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";7518
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2350
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";7274
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2674
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";7847
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2784
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";8451
" ";"Brežice"
" ";" ";"Latvija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";8
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";17
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";18
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";21
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";6
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";53
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";53
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";5
" ";" ";" ";"2013"
