"Skupine nastanitvenih objektov - SKUPAJ";"Piran/Pirano";"Druge države in ozemlja Severne Amerika";153;412;184;443;119;328;35;62;2;2;6;20;6;7;4;5
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"DRŽAVE - SKUPAJ";391431;777247;367368;687605;393010;739453;425163;794646;458527;856695;503295;948771;562213;1021929;655846;1186191
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"DOMAÈI";25738;46579;23146;37652;20651;34746;20194;33869;20926;33769;24541;40735;27935;44839;31718;50012
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"TUJI";365693;730668;344222;649953;372359;704707;404969;760777;437601;822926;478754;908036;534278;977090;624128;1136179
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Avstrija";19195;32420;16400;26768;18085;28536;19020;32124;20184;32385;21133;33194;23843;36905;26417;42054
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Belgija";8246;17564;6400;12341;6591;12845;8781;16775;9380;18252;11151;21172;10309;20856;12687;23806
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Bolgarija";6078;9513;5696;9481;5321;8301;6520;10154;6702;10452;8577;11944;10222;14448;11435;15808
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Bosna in Hercegovina";5137;10814;5373;9554;6057;11080;7153;12438;7348;12181;8559;13995;9350;15677;10662;17202
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Ciper";573;1796;268;890;418;1111;386;897;560;1348;660;1573;688;1352;505;1168
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Èeška republika";6654;12869;5740;10747;5064;10521;5432;11077;5333;10520;5910;11604;6930;13426;7226;14015
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Èrna gora";1069;2545;1157;2408;2139;4373;2389;5110;2459;4763;2607;5253;2980;5487;3260;6371
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Danska";3523;7973;3213;6970;3548;7191;4264;8520;4331;8390;4095;8213;4284;8445;4592;9803
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Estonija";1113;2876;594;1324;870;1711;1171;2394;1119;2346;954;2089;883;1966;1139;2375
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Finska";10994;29376;8806;22653;7487;18820;8011;20578;7582;19149;7369;18850;6674;16852;7751;19508
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Francija";19416;38104;18986;34319;18812;34920;21434;39927;20982;38227;22903;43650;24093;45867;26114;49997
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Grèija";3015;6745;3970;7985;3987;8078;3812;7741;4355;7268;4246;8217;4176;7566;3769;7401
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Hrvaška";14659;28361;13004;25766;13762;24419;14590;26167;15401;31808;17620;33476;19703;32538;23050;38102
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Irska";2980;6378;3069;6276;2764;6013;3093;6200;2290;4811;2836;5346;2731;5773;3802;7401
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Islandija";450;1048;172;465;359;1023;557;1386;851;2681;776;2398;954;3039;1112;3598
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Italija";40768;68416;43911;71125;44458;72411;48631;79023;53817;87478;58703;95414;64920;104975;73779;119519
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Latvija";1052;2801;720;1833;794;1778;627;1516;849;1796;703;1701;831;2222;863;2076
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Litva";1142;2878;638;1598;657;1470;975;2504;743;1728;1376;4088;798;1955;1106;3362
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Luksemburg";600;1303;306;751;306;602;359;623;417;706;384;813;417;815;455;871
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Madžarska";6706;13469;6534;11513;7747;14007;7913;14074;9363;17233;9310;16332;10096;17394;11754;19567
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Makedonija";3471;8221;3271;7407;5470;10360;4523;9377;4200;8704;4204;8338;5186;10061;5117;9764
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Malta";580;1702;721;3322;643;3116;781;3426;507;1811;822;2991;615;2069;897;3351
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Nemèija";29703;59452;26075;50344;28305;54884;31572;57447;34961;66005;37099;68040;41940;72820;47633;83905
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Nizozemska";10207;20484;9838;19268;10215;19657;10771;20968;12209;24242;13309;25052;13555;25959;15601;30003
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Norveška";2939;7094;2192;4420;2300;4723;2369;4985;2419;4904;2696;5529;2657;5894;4048;9421
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Poljska";5924;13926;5153;10776;5582;13362;6470;14394;5850;11699;6964;12844;7686;14192;9513;17982
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Portugalska";5148;10056;4820;9253;5255;9498;5470;9209;4210;7325;3955;8009;4140;8510;5381;8928
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Romunija";4488;9788;4756;11653;5296;10421;5516;10798;5895;10293;6047;10245;7482;12343;9447;15565
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Ruska federacija";4254;10569;4236;10239;4865;11566;6745;16242;7969;17899;10620;25171;11445;26459;9934;22235
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Slovaška";2816;5727;2629;5295;3099;6427;3584;7069;3806;6911;3778;6933;4457;8909;4511;8606
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Srbija";12127;24331;11875;21909;15808;28776;16884;29640;16189;27904;17407;29642;19601;33729;21693;39392
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Španija";17338;31982;16118;28473;18702;33888;18680;34458;15764;30503;14434;30429;14223;28970;18363;36293
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Švedska";5925;12259;4428;8951;4506;8987;4793;9256;4797;9476;5414;10884;5282;10016;5975;11362
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Švica";5517;10762;5813;10408;6583;11900;6725;11488;8321;15107;8451;15197;9556;17301;11669;21089
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Turèija";1897;4450;2145;4929;2832;6181;2928;6489;4075;8147;4734;9667;5483;10399;6727;12570
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Ukrajina";1601;3512;1499;2937;2629;4266;4451;6890;7176;10186;5164;9169;4412;7962;4751;7913
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Združeno kraljestvo";27129;58450;22486;48023;22637;47213;23428;49088;23404;49792;25970;55627;26151;55107;35233;73310
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Druge evropske države";2137;4881;2696;6169;2210;5315;2800;5682;3873;7891;4874;9755;4804;9430;5448;10036
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Južna Afrika";434;933;355;775;587;1640;843;2075;1056;2255;777;1757;841;1797;1003;1880
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Druge afriške države";1423;5781;1080;2588;989;2796;1032;2419;1266;4100;1618;4839;1721;4961;1907;4819
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Avstralija";10082;18564;8261;14643;9622;17973;10093;17791;9573;18501;11136;19616;13429;22209;15093;25780
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Nova Zelandija";1572;2825;1418;2452;1611;3012;1573;3017;1406;2417;1902;3153;1904;3212;2482;4013
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Druge države in ozemlja Oceanije";527;1123;804;1680;521;1661;427;972;576;1209;1332;2335;229;436;85;166
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Izrael";3972;7248;4324;7618;6312;14848;4771;10943;9869;24196;11744;35122;7445;21071;10915;31959
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Japonska";16033;23040;19669;25865;14752;20158;12738;19848;13630;23823;11073;20596;19846;31647;18516;29127
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Kitajska (Ljudska republika)";2383;4722;2765;5165;4429;7052;5950;10169;9977;14010;12725;17525;14532;20896;21417;30420
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Koreja (Republika)";900;1575;953;1728;1414;2461;2303;3352;2893;4792;4757;6525;9024;12149;13859;17030
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Druge azijske države";4926;10377;5455;10982;9097;17494;12309;22124;15272;25487;16298;30966;25630;43776;29926;50342
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Brazilija";1458;3062;1687;3112;2166;4083;2889;5515;4065;8129;6635;13170;6811;13138;7661;14312
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Druge države Južne in Srednje Amerike";2131;4023;2367;5234;2760;4984;3497;6507;3875;7378;4745;9849;5150;11267;7061;13551
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Kanada";3923;7992;3496;7115;4057;8338;4602;9487;4977;10501;5409;11108;6062;12177;7331;14790
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Združene države (ZDA)";17498;41233;14876;30667;17241;37274;18323;40402;19472;43799;22788;48626;28094;60657;33451;72254
"Skupine nastanitvenih objektov - SKUPAJ";"LJUBLJANA";"Druge države in ozemlja Severne Amerika";1860;3275;1004;1786;638;1183;11;22;3;8;1;5;3;9;2;7
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"DRŽAVE - SKUPAJ";391431;777247;367368;687605;393010;739453;425163;794646;458527;856695;503295;948771;562213;1021929;655846;1186191
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"DOMAÈI";25738;46579;23146;37652;20651;34746;20194;33869;20926;33769;24541;40735;27935;44839;31718;50012
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"TUJI";365693;730668;344222;649953;372359;704707;404969;760777;437601;822926;478754;908036;534278;977090;624128;1136179
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Avstrija";19195;32420;16400;26768;18085;28536;19020;32124;20184;32385;21133;33194;23843;36905;26417;42054
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Belgija";8246;17564;6400;12341;6591;12845;8781;16775;9380;18252;11151;21172;10309;20856;12687;23806
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Bolgarija";6078;9513;5696;9481;5321;8301;6520;10154;6702;10452;8577;11944;10222;14448;11435;15808
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Bosna in Hercegovina";5137;10814;5373;9554;6057;11080;7153;12438;7348;12181;8559;13995;9350;15677;10662;17202
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Ciper";573;1796;268;890;418;1111;386;897;560;1348;660;1573;688;1352;505;1168
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Èeška republika";6654;12869;5740;10747;5064;10521;5432;11077;5333;10520;5910;11604;6930;13426;7226;14015
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Èrna gora";1069;2545;1157;2408;2139;4373;2389;5110;2459;4763;2607;5253;2980;5487;3260;6371
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Danska";3523;7973;3213;6970;3548;7191;4264;8520;4331;8390;4095;8213;4284;8445;4592;9803
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Estonija";1113;2876;594;1324;870;1711;1171;2394;1119;2346;954;2089;883;1966;1139;2375
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Finska";10994;29376;8806;22653;7487;18820;8011;20578;7582;19149;7369;18850;6674;16852;7751;19508
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Francija";19416;38104;18986;34319;18812;34920;21434;39927;20982;38227;22903;43650;24093;45867;26114;49997
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Grèija";3015;6745;3970;7985;3987;8078;3812;7741;4355;7268;4246;8217;4176;7566;3769;7401
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Hrvaška";14659;28361;13004;25766;13762;24419;14590;26167;15401;31808;17620;33476;19703;32538;23050;38102
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Irska";2980;6378;3069;6276;2764;6013;3093;6200;2290;4811;2836;5346;2731;5773;3802;7401
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Islandija";450;1048;172;465;359;1023;557;1386;851;2681;776;2398;954;3039;1112;3598
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Italija";40768;68416;43911;71125;44458;72411;48631;79023;53817;87478;58703;95414;64920;104975;73779;119519
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Latvija";1052;2801;720;1833;794;1778;627;1516;849;1796;703;1701;831;2222;863;2076
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Litva";1142;2878;638;1598;657;1470;975;2504;743;1728;1376;4088;798;1955;1106;3362
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Luksemburg";600;1303;306;751;306;602;359;623;417;706;384;813;417;815;455;871
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Madžarska";6706;13469;6534;11513;7747;14007;7913;14074;9363;17233;9310;16332;10096;17394;11754;19567
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Makedonija";3471;8221;3271;7407;5470;10360;4523;9377;4200;8704;4204;8338;5186;10061;5117;9764
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Malta";580;1702;721;3322;643;3116;781;3426;507;1811;822;2991;615;2069;897;3351
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Nemèija";29703;59452;26075;50344;28305;54884;31572;57447;34961;66005;37099;68040;41940;72820;47633;83905
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Nizozemska";10207;20484;9838;19268;10215;19657;10771;20968;12209;24242;13309;25052;13555;25959;15601;30003
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Norveška";2939;7094;2192;4420;2300;4723;2369;4985;2419;4904;2696;5529;2657;5894;4048;9421
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Poljska";5924;13926;5153;10776;5582;13362;6470;14394;5850;11699;6964;12844;7686;14192;9513;17982
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Portugalska";5148;10056;4820;9253;5255;9498;5470;9209;4210;7325;3955;8009;4140;8510;5381;8928
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Romunija";4488;9788;4756;11653;5296;10421;5516;10798;5895;10293;6047;10245;7482;12343;9447;15565
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Ruska federacija";4254;10569;4236;10239;4865;11566;6745;16242;7969;17899;10620;25171;11445;26459;9934;22235
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Slovaška";2816;5727;2629;5295;3099;6427;3584;7069;3806;6911;3778;6933;4457;8909;4511;8606
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Srbija";12127;24331;11875;21909;15808;28776;16884;29640;16189;27904;17407;29642;19601;33729;21693;39392
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Španija";17338;31982;16118;28473;18702;33888;18680;34458;15764;30503;14434;30429;14223;28970;18363;36293
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Švedska";5925;12259;4428;8951;4506;8987;4793;9256;4797;9476;5414;10884;5282;10016;5975;11362
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Švica";5517;10762;5813;10408;6583;11900;6725;11488;8321;15107;8451;15197;9556;17301;11669;21089
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Turèija";1897;4450;2145;4929;2832;6181;2928;6489;4075;8147;4734;9667;5483;10399;6727;12570
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Ukrajina";1601;3512;1499;2937;2629;4266;4451;6890;7176;10186;5164;9169;4412;7962;4751;7913
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Združeno kraljestvo";27129;58450;22486;48023;22637;47213;23428;49088;23404;49792;25970;55627;26151;55107;35233;73310
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Druge evropske države";2137;4881;2696;6169;2210;5315;2800;5682;3873;7891;4874;9755;4804;9430;5448;10036
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Južna Afrika";434;933;355;775;587;1640;843;2075;1056;2255;777;1757;841;1797;1003;1880
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Druge afriške države";1423;5781;1080;2588;989;2796;1032;2419;1266;4100;1618;4839;1721;4961;1907;4819
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Avstralija";10082;18564;8261;14643;9622;17973;10093;17791;9573;18501;11136;19616;13429;22209;15093;25780
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Nova Zelandija";1572;2825;1418;2452;1611;3012;1573;3017;1406;2417;1902;3153;1904;3212;2482;4013
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Druge države in ozemlja Oceanije";527;1123;804;1680;521;1661;427;972;576;1209;1332;2335;229;436;85;166
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Izrael";3972;7248;4324;7618;6312;14848;4771;10943;9869;24196;11744;35122;7445;21071;10915;31959
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Japonska";16033;23040;19669;25865;14752;20158;12738;19848;13630;23823;11073;20596;19846;31647;18516;29127
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Kitajska (Ljudska republika)";2383;4722;2765;5165;4429;7052;5950;10169;9977;14010;12725;17525;14532;20896;21417;30420
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Koreja (Republika)";900;1575;953;1728;1414;2461;2303;3352;2893;4792;4757;6525;9024;12149;13859;17030
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Druge azijske države";4926;10377;5455;10982;9097;17494;12309;22124;15272;25487;16298;30966;25630;43776;29926;50342
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Brazilija";1458;3062;1687;3112;2166;4083;2889;5515;4065;8129;6635;13170;6811;13138;7661;14312
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Druge države Južne in Srednje Amerike";2131;4023;2367;5234;2760;4984;3497;6507;3875;7378;4745;9849;5150;11267;7061;13551
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Kanada";3923;7992;3496;7115;4057;8338;4602;9487;4977;10501;5409;11108;6062;12177;7331;14790
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Združene države (ZDA)";17498;41233;14876;30667;17241;37274;18323;40402;19472;43799;22788;48626;28094;60657;33451;72254
"Skupine nastanitvenih objektov - SKUPAJ";"Ljubljana";"Druge države in ozemlja Severne Amerika";1860;3275;1004;1786;638;1183;11;22;3;8;1;5;3;9;2;7
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"DRŽAVE - SKUPAJ";267152;565258;249753;535139;250432;514457;277571;580546;294177;623747;296947;604191;315520;620599;358233;701710
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"DOMAÈI";61419;135707;54712;120030;53797;116103;56832;121447;53951;114088;51746;107821;52455;104229;59969;120436
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"TUJI";205733;429551;195041;415109;196635;398354;220739;459099;240226;509659;245201;496370;263065;516370;298264;581274
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Avstrija";14091;25050;12523;22659;11815;19258;13092;22795;21027;33911;15555;24072;16843;26829;18611;31721
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Belgija";2396;4832;2127;4912;1986;4321;3308;6989;3680;8020;3531;7131;3332;6262;3520;6372
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Bolgarija";3556;6587;3569;6324;4005;7268;4445;7152;3827;5764;3441;5225;3929;5905;3976;5687
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Bosna in Hercegovina";5879;13568;4378;10389;3842;8536;4437;9516;4989;11081;5310;11739;5345;11551;5658;11140
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Ciper";194;740;76;316;58;181;89;397;158;378;315;593;115;372;79;299
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Èeška republika";5389;11476;4792;9487;5009;8097;6246;11183;5378;10565;5575;10569;6070;10939;6904;11538
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Èrna gora";732;2286;700;2220;1193;3753;1201;3369;1365;3571;1396;3621;1277;2923;1546;3106
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Danska";1345;2470;1162;2271;1313;1822;1150;2771;1086;1900;1115;2061;1025;1903;1124;2001
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Estonija";218;464;218;535;157;423;222;695;268;632;458;1033;484;1576;777;2101
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Finska";1365;3472;1003;2459;941;2354;987;2389;921;2311;928;1769;1065;2089;1071;2707
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Francija";5229;11315;5263;12526;5018;11280;5609;12276;5490;12601;6174;15117;6096;14324;6414;13625
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Grèija";557;1425;543;1521;487;1561;476;1205;714;1485;637;1669;733;2191;720;1937
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Hrvaška";12135;25174;11233;25501;12083;28078;12281;27301;12602;28069;13442;30630;12203;25016;15526;34426
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Irska";716;1996;798;1836;462;1008;606;1435;435;1526;410;849;388;1090;622;1921
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Islandija";89;217;302;448;107;341;60;141;144;389;73;183;39;100;131;458
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Italija";67374;119895;67002;120651;67809;124437;70278;133599;68953;126074;72275;129514;79788;141433;84502;154552
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Latvija";471;954;168;416;242;570;505;1297;454;1294;561;1123;449;880;453;931
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Litva";623;1386;439;1428;382;937;539;1178;402;941;519;1298;430;933;654;1492
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Luksemburg";319;759;167;374;90;230;134;368;348;689;154;255;169;318;149;225
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Madžarska";4910;10370;5391;12802;6216;14725;6503;17223;6483;14665;7478;16485;7649;16758;9376;20289
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Makedonija";1996;4561;1713;3944;2159;4468;1877;3927;1971;3976;2005;4502;1889;3740;1997;4973
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Malta";89;237;104;236;103;277;237;632;162;353;164;383;132;385;98;289
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Nemèija";20655;44483;16943;34186;17302;33877;19806;40408;24222;50915;23190;44611;25030;47107;27769;52115
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Nizozemska";3735;6962;3727;6968;3402;5892;3841;7133;4918;10058;5535;12454;5782;11877;6554;13672
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Norveška";899;1797;725;1325;594;1359;734;1635;951;1980;1149;2136;906;1730;945;2380
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Poljska";5500;9767;5039;9262;5396;9396;8078;13476;10657;19115;11065;16636;13458;19998;14230;20670
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Portugalska";434;1188;541;1419;454;1587;488;1205;637;2285;671;1651;564;1779;572;1722
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Romunija";2944;5816;3288;7339;3735;6959;4607;9960;4873;10791;5000;9759;5387;10169;6913;12959
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Ruska federacija";2087;8153;2585;10459;2102;7653;3033;9742;4138;15220;4311;14215;4717;14895;4194;14185
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Slovaška";2223;4986;2323;5142;2090;5064;2310;4613;2355;4713;2597;5346;2849;5389;3004;5876
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Srbija";7965;19645;7140;19646;9435;23140;10741;24944;11268;28791;11614;28663;12346;28375;12678;29931
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Španija";2828;5683;2923;6638;1972;3776;2436;5605;2620;6057;2853;6500;2785;6097;2863;6447
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Švedska";1910;4562;1572;3193;1588;2819;1649;3281;2094;4405;2353;5290;2000;3931;2353;4646
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Švica";2464;5320;2716;5467;2324;4591;2444;4834;2619;5265;2639;5321;3431;8159;3252;6702
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Turèija";954;1737;1162;3389;1228;2462;2020;3279;1631;4001;1153;3134;1468;4028;1196;3116
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Ukrajina";1750;5178;1601;3633;2074;5222;4768;8406;3560;6808;2839;6568;2824;6114;4010;7912
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Združeno kraljestvo";5062;13312;4761;10846;3838;8639;4073;9454;4190;11496;4128;9062;4197;9492;4301;10356
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Druge evropske države";1874;5405;2047;5903;1562;3268;1818;4256;2534;6884;2925;6701;2772;6465;3102;8395
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Južna Afrika";166;700;180;773;72;178;113;240;144;772;139;234;68;225;157;366
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Druge afriške države";363;1378;199;770;377;1841;657;4496;412;2416;368;2054;559;2803;561;2203
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Avstralija";978;2295;844;2189;720;1987;669;2069;913;3004;857;2108;764;1821;868;1740
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Nova Zelandija";167;441;127;303;323;639;105;206;157;495;179;423;102;194;138;240
"Skupine nastanitvenih objektov - SKUPAJ";"MESTNE OBÈINE";"Druge države in ozemlja Oceanije";60;264;9;18;99;301;42;127;30;111;221;532;124;495;18;35
