" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";82926
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";324750
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";82879
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";314728
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";80840
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";306622
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";82687
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";306137
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";83909
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";302933
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";90880
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";315643
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";97186
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";326352
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";99166
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";327349
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";105395
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";349054
" ";" ";"Belgija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2225
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";8610
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2233
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";9285
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2414
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";11262
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2815
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";14453
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";3825
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";20538
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";5082
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";30719
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4629
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";28606
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4135
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";24166
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4499
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";25725
" ";" ";"Bolgarija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2684
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4784
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";3211
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4810
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2214
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3838
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2447
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4258
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2307
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3930
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1860
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3937
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2140
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3763
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2407
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4932
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2373
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4214
" ";" ";"Bosna in Hercegovina"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";5721
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";21012
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";5118
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";19030
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4779
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";13259
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4602
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";13726
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";5159
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";16097
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";5302
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";16834
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";5581
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";16361
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";6569
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";18737
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";7312
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";19101
" ";" ";"Ciper"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";97
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";307
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";82
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";306
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";20
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";84
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";14
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";54
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";30
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";131
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";29
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";126
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";44
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";220
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";34
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";193
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";28
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";95
" ";" ";"Èeška republika"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4885
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";12008
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";5402
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";13415
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";5667
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";14829
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";7670
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";20859
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";8324
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";22387
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";8660
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";23991
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";8740
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";23995
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";10098
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";29665
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";11631
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";33331
" ";" ";"Èrna gora"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";302
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1383
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";273
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";723
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";528
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1909
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";653
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";2390
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";764
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3170
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";831
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";2860
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";970
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3243
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1376
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";4477
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1100
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";3798
" ";" ";"Danska"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1698
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";7308
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1749
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";7982
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1793
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";8558
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2130
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";10859
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2274
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";10706
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2418
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";12479
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2178
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";12470
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";1832
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";10849
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";2667
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";16518
" ";" ";"Estonija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";143
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";888
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";155
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";701
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";142
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";473
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";234
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";715
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";146
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";629
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";177
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";621
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";136
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";493
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";249
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";2319
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";166
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";540
" ";" ";"Finska"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";638
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";2074
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";681
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";2412
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";594
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1562
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";516
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1436
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";528
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1630
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";465
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1314
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";425
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1382
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";454
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1465
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";417
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1473
" ";" ";"Francija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";3849
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";11462
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";3734
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";12309
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";3805
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";11584
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";3414
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";9521
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";3916
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";12524
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";3498
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";10644
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4001
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";12449
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4531
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";13342
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";4673
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";14400
" ";" ";"Grèija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";274
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";849
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";331
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1082
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";163
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";554
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";303
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1378
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";479
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1418
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";205
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";600
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";222
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";531
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";404
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1083
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";363
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1265
" ";" ";"Hrvaška"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";37732
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";118391
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";29320
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";94725
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";28073
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";88729
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";29985
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";96339
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";30127
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";88556
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";30629
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";89065
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";33833
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";91330
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";36480
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";99317
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";41827
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";111145
" ";" ";"Irska"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";716
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";2368
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";438
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1369
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";469
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1416
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";477
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1672
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";303
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1005
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";311
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";777
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";557
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";2186
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";607
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";2745
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";451
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";1640
" ";" ";"Islandija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";184
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";299
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";15
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";44
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";37
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";125
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";110
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";347
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";67
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";281
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";45
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";62
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";60
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";123
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";105
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";277
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";62
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";185
" ";" ";"Italija"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";74067
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";250286
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";78304
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";261819
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";79387
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";260256
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";83316
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";268844
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";78174
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";243306
" ";" ";" ";"2013"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";72315
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";219047
" ";" ";" ";"2014"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";75652
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";219937
" ";" ";" ";"2015"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";82514
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";235247
" ";" ";" ";"2016"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";87908
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";254003
" ";"Brežice"
" ";" ";"DOMAÈI"
" ";" ";" ";"2008"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";100276
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";383449
" ";" ";" ";"2009"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";101518
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";392002
" ";" ";" ";"2010"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";92258
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";352675
" ";" ";" ";"2011"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";86523
" ";" ";" ";" ";"Prenoèitve turistov - SKUPAJ";338446
" ";" ";" ";"2012"
" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";84869
