"Mozirje";"Ostali nastanitveni objekti";...;42;151;140;...;48;171;154;...;55;220;206;...;39;165;150;...;42;155;142;...;39;136;124;...;44;146;134;...;36;131;119
"Nazarje";"Skupine nastanitvenih objektov - SKUPAJ";...;32;102;102;...;32;102;102;...;32;106;106;...;32;106;106;...;16;36;36;...;16;36;36;...;16;36;36;...;16;36;36
"Nazarje";"Hoteli in podobni nastanitveni objekti";2;32;102;102;2;32;102;102;2;32;106;106;2;32;106;106;1;16;36;36;1;16;36;36;1;16;36;36;1;16;36;36
"Nazarje";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Nazarje";"Ostali nastanitveni objekti";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;...;-;-;-;...;-;-;-;...;-;-;-
"Preddvor";"Skupine nastanitvenih objektov - SKUPAJ";...;101;370;343;...;106;370;342;...;107;363;345;...;107;352;337;...;114;376;354;...;100;355;333;...;99;342;331;...;101;338;323
"Preddvor";"Hoteli in podobni nastanitveni objekti";2;68;155;142;2;68;155;142;3;69;161;145;2;68;155;142;3;69;161;145;3;64;150;140;2;63;147;138;2;63;147;138
"Preddvor";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Preddvor";"Ostali nastanitveni objekti";...;33;215;201;...;38;215;200;...;38;202;200;...;39;197;195;...;45;215;209;...;36;205;193;...;36;195;193;...;38;191;185
"Prevalje";"Skupine nastanitvenih objektov - SKUPAJ";...;39;100;93;...;39;104;93;...;37;85;78;...;37;93;78;...;41;105;90;...;41;101;86;...;41;97;90;...;41;97;90
"Prevalje";"Hoteli in podobni nastanitveni objekti";3;20;52;45;3;20;52;45;2;17;37;30;2;17;45;30;2;21;57;42;2;21;53;38;2;21;45;38;2;21;45;38
"Prevalje";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Prevalje";"Ostali nastanitveni objekti";...;19;48;48;...;19;52;48;...;20;48;48;...;20;48;48;...;20;48;48;...;20;48;48;...;20;52;52;...;20;52;52
"Radovljica";"Skupine nastanitvenih objektov - SKUPAJ";...;895;2566;2479;...;895;2583;2510;...;850;2543;2459;...;830;2464;2373;...;706;2531;2429;...;748;2575;2457;...;745;2584;2450;...;786;2693;2563
"Radovljica";"Hoteli in podobni nastanitveni objekti";13;216;513;455;13;215;508;450;11;151;393;327;10;152;388;320;9;146;377;307;11;201;508;422;11;202;510;422;13;221;556;461
"Radovljica";"Kampi";3;610;1850;1850;3;610;1850;1850;3;620;1880;1880;3;620;1850;1850;2;500;1900;1900;2;480;1800;1800;2;480;1800;1800;2;480;1800;1800
"Radovljica";"Ostali nastanitveni objekti";...;69;203;174;...;70;225;210;...;79;270;252;...;58;226;203;...;60;254;222;...;67;267;235;...;63;274;228;...;85;337;302
"Ravne na Koroškem";"Skupine nastanitvenih objektov - SKUPAJ";...;45;128;114;...;69;211;197;...;70;198;174;...;75;171;159;...;81;216;204;...;46;120;96;...;42;114;90;...;36;95;75
"Ravne na Koroškem";"Hoteli in podobni nastanitveni objekti";2;26;61;49;2;26;60;48;2;26;58;46;2;41;63;51;3;37;84;72;2;27;62;52;2;23;56;46;1;17;41;31
"Ravne na Koroškem";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Ravne na Koroškem";"Ostali nastanitveni objekti";...;19;67;65;...;43;151;149;...;44;140;128;...;34;108;108;...;44;132;132;...;19;58;44;...;19;58;44;...;19;54;44
"Ribnica na Pohorju";"Skupine nastanitvenih objektov - SKUPAJ";...;18;98;95;...;24;168;155;...;24;168;158;...;12;176;166;...;59;418;296;...;60;396;270;...;57;337;225;...;56;337;221
"Ribnica na Pohorju";"Hoteli in podobni nastanitveni objekti";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;10;21;21;-;-;-;-;-;-;-;-;-;-;-;-
"Ribnica na Pohorju";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Ribnica na Pohorju";"Ostali nastanitveni objekti";...;18;98;95;...;24;168;155;...;24;168;158;...;12;176;166;...;49;397;275;...;60;396;270;...;57;337;225;...;56;337;221
"Ruše";"Skupine nastanitvenih objektov - SKUPAJ";...;101;462;352;...;96;462;342;...;101;408;288;...;118;492;372;...;102;436;316;...;132;560;440;...;133;564;444;...;125;531;521
"Ruše";"Hoteli in podobni nastanitveni objekti";3;83;290;290;3;78;290;280;2;67;180;170;2;83;261;251;2;67;205;195;2;67;205;195;2;68;209;199;2;68;209;199
"Ruše";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Ruše";"Ostali nastanitveni objekti";...;18;172;62;...;18;172;62;...;34;228;118;...;35;231;121;...;35;231;121;...;65;355;245;...;65;355;245;...;57;322;322
"Slovenska Bistrica";"Skupine nastanitvenih objektov - SKUPAJ";...;177;600;555;...;173;593;558;...;191;680;631;...;157;543;498;...;180;619;574;...;176;597;555;...;196;680;622;...;209;735;677
"Slovenska Bistrica";"Hoteli in podobni nastanitveni objekti";12;103;245;220;12;101;242;227;12;102;242;217;10;91;220;195;9;130;386;361;8;126;364;342;9;139;417;379;10;152;472;434
"Slovenska Bistrica";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Slovenska Bistrica";"Ostali nastanitveni objekti";...;74;355;335;...;72;351;331;...;89;438;414;...;66;323;303;...;50;233;213;...;50;233;213;...;57;263;243;...;57;263;243
"Solèava";"Skupine nastanitvenih objektov - SKUPAJ";...;193;586;574;...;172;532;522;...;204;630;603;...;195;609;585;...;182;574;552;...;189;601;564;...;190;597;568;...;193;608;575
"Solèava";"Hoteli in podobni nastanitveni objekti";5;86;200;190;5;64;146;138;6;74;175;159;5;64;153;140;5;64;151;138;5;64;159;138;5;64;160;138;5;64;160;138
"Solèava";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Solèava";"Ostali nastanitveni objekti";...;107;386;384;...;108;386;384;...;130;455;444;...;131;456;445;...;118;423;414;...;125;442;426;...;126;437;430;...;129;448;437
"Tolmin";"Skupine nastanitvenih objektov - SKUPAJ";...;303;944;897;...;360;1252;1177;...;369;1280;1185;...;394;1427;1311;...;427;1491;1380;...;544;1788;1675;...;561;1892;1754;...;525;1869;1735
"Tolmin";"Hoteli in podobni nastanitveni objekti";7;109;251;235;7;109;271;255;6;103;248;238;6;103;254;239;6;104;252;240;9;171;373;354;9;171;373;354;8;112;263;246
"Tolmin";"Kampi";1;25;80;80;1;25;150;150;1;25;100;100;2;45;180;180;2;45;180;180;3;95;360;360;3;95;380;380;3;110;420;420
"Tolmin";"Ostali nastanitveni objekti";...;169;613;582;...;226;831;772;...;241;932;847;...;246;993;892;...;278;1059;960;...;278;1055;961;...;295;1139;1020;...;303;1186;1069
"Tržiè";"Skupine nastanitvenih objektov - SKUPAJ";...;80;290;287;...;45;205;202;...;43;204;201;...;51;228;226;...;78;308;296;...;41;196;196;...;81;399;369;...;96;450;417
"Tržiè";"Hoteli in podobni nastanitveni objekti";3;13;51;51;2;8;41;41;3;11;50;50;4;16;62;60;3;19;69;57;1;4;24;24;2;6;63;61;3;13;78;77
"Tržiè";"Kampi";1;30;60;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;30;120;120;1;30;120;120
"Tržiè";"Ostali nastanitveni objekti";...;37;179;176;...;37;164;161;...;32;154;151;...;35;166;166;...;59;239;239;...;37;172;172;...;45;216;188;...;53;252;220
"Vitanje";"Skupine nastanitvenih objektov - SKUPAJ";...;3;6;6;...;5;15;15;...;10;46;46;...;9;62;49;...;8;54;45;...;9;60;49;...;5;30;22;...;5;20;16
"Vitanje";"Hoteli in podobni nastanitveni objekti";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;6;4;1;1;5;4;2;3;6;6
"Vitanje";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Vitanje";"Ostali nastanitveni objekti";...;3;6;6;...;5;15;15;...;10;46;46;...;9;62;49;...;8;54;45;...;8;54;45;...;4;25;18;...;2;14;10
"Vuzenica";"Skupine nastanitvenih objektov - SKUPAJ";...;1;30;30;...;1;30;30;...;4;30;30;...;4;30;30;...;4;30;30;...;4;30;30;...;9;45;41;...;9;45;41
"Vuzenica";"Hoteli in podobni nastanitveni objekti";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Vuzenica";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Vuzenica";"Ostali nastanitveni objekti";...;1;30;30;...;1;30;30;...;4;30;30;...;4;30;30;...;4;30;30;...;4;30;30;...;9;45;41;...;9;45;41
"Železniki";"Skupine nastanitvenih objektov - SKUPAJ";...;29;88;68;...;46;127;107;...;42;117;96;...;42;140;126;...;37;130;116;...;40;128;114;...;41;148;131;...;39;128;119
"Železniki";"Hoteli in podobni nastanitveni objekti";-;-;-;-;1;6;10;10;1;6;10;10;2;17;58;58;1;6;10;10;1;6;10;10;1;6;10;10;1;6;10;10
"Železniki";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Železniki";"Ostali nastanitveni objekti";...;29;88;68;...;40;117;97;...;36;107;86;...;25;82;68;...;31;120;106;...;34;118;104;...;35;138;121;...;33;118;109
"Žirovnica";"Skupine nastanitvenih objektov - SKUPAJ";...;32;124;120;...;29;101;97;...;33;130;126;...;39;179;175;...;39;179;175;...;44;176;174;...;44;193;174;...;51;214;193
"Žirovnica";"Hoteli in podobni nastanitveni objekti";1;8;13;13;1;8;13;13;1;8;13;13;1;8;13;13;1;8;13;13;1;8;13;13;1;9;18;18;2;17;31;31
"Žirovnica";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Žirovnica";"Ostali nastanitveni objekti";...;24;111;107;...;21;88;84;...;25;117;113;...;31;166;162;...;31;166;162;...;36;163;161;...;35;175;156;...;34;183;162
"OBMORSKE OBÈINE";"Skupine nastanitvenih objektov - SKUPAJ";...;9128;24912;22817;...;9313;25486;23372;...;8821;24080;22210;...;8943;24531;22452;...;8661;24560;22371;...;8653;24752;22355;...;8554;24512;22187;...;8615;24877;22527
"OBMORSKE OBÈINE";"Hoteli in podobni nastanitveni objekti";54;4243;9877;8669;58;4345;10125;8932;52;4266;9863;8699;53;4280;10079;8793;53;4058;9458;8192;53;4072;9473;8228;59;4154;9732;8416;59;4155;9784;8472
"OBMORSKE OBÈINE";"Kampi";7;1640;4070;4070;7;1640;4075;4075;7;1919;4665;4665;8;1954;4935;4935;9;1786;5158;5158;7;1695;4877;4877;7;1696;4877;4877;7;1739;5005;5005
"OBMORSKE OBÈINE";"Ostali nastanitveni objekti";...;3245;10965;10078;...;3328;11286;10365;...;2636;9552;8846;...;2709;9517;8724;...;2817;9944;9021;...;2886;10402;9250;...;2704;9903;8894;...;2721;10088;9050
"Ankaran/Ancarano";"Skupine nastanitvenih objektov - SKUPAJ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;...;974;3911;3638
"Ankaran/Ancarano";"Hoteli in podobni nastanitveni objekti";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;151;435;385
"Ankaran/Ancarano";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;502;1963;1963
"Ankaran/Ancarano";"Ostali nastanitveni objekti";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;...;321;1513;1290
"Izola/Isola";"Skupine nastanitvenih objektov - SKUPAJ";...;1698;5194;4565;...;1700;5201;4563;...;1470;4562;3949;...;1460;4351;3783;...;1537;4622;4038;...;1587;4956;4302;...;1540;4729;4091;...;1500;4652;4008
"Izola/Isola";"Hoteli in podobni nastanitveni objekti";6;646;1794;1369;6;646;1793;1363;5;627;1727;1297;5;627;1682;1303;5;626;1681;1302;5;626;1681;1302;5;626;1681;1302;5;607;1670;1297
"Izola/Isola";"Kampi";2;315;840;840;2;315;840;840;2;285;840;840;2;315;840;840;2;315;840;840;2;315;840;840;2;315;840;840;2;315;840;840
"Izola/Isola";"Ostali nastanitveni objekti";...;737;2560;2356;...;739;2568;2360;...;558;1995;1812;...;518;1829;1640;...;596;2101;1896;...;646;2435;2160;...;599;2208;1949;...;578;2142;1871
"Koper/Capodistria";"Skupine nastanitvenih objektov - SKUPAJ";...;1534;4788;4503;...;1535;4744;4491;...;1476;4478;4285;...;1617;4927;4654;...;1465;5253;4835;...;1409;5100;4663;...;1519;5485;5032;...;646;1821;1628
"Koper/Capodistria";"Hoteli in podobni nastanitveni objekti";13;649;1506;1330;12;640;1526;1350;11;637;1504;1356;13;653;1561;1403;12;404;1028;859;12;412;1045;873;15;479;1221;1052;9;328;787;667
"Koper/Capodistria";"Kampi";2;445;1330;1330;2;445;1335;1335;2;445;1335;1335;3;451;1353;1353;4;553;2116;2116;2;460;1835;1835;2;459;1835;1835;-;-;-;-
"Koper/Capodistria";"Ostali nastanitveni objekti";...;440;1952;1843;...;450;1883;1806;...;394;1639;1594;...;513;2013;1898;...;508;2109;1860;...;537;2220;1955;...;581;2429;2145;...;318;1034;961
"Piran/Pirano";"Skupine nastanitvenih objektov - SKUPAJ";...;5896;14930;13749;...;6078;15541;14318;...;5875;15040;13976;...;5866;15253;14015;...;5659;14685;13498;...;5657;14696;13390;...;5495;14298;13064;...;5495;14493;13253
"Piran/Pirano";"Hoteli in podobni nastanitveni objekti";35;2948;6577;5970;40;3059;6806;6219;36;3002;6632;6046;35;3000;6836;6087;36;3028;6749;6031;36;3034;6747;6053;39;3049;6830;6062;39;3069;6892;6123
"Piran/Pirano";"Kampi";3;880;1900;1900;3;880;1900;1900;3;1189;2490;2490;3;1188;2742;2742;3;918;2202;2202;3;920;2202;2202;3;922;2202;2202;3;922;2202;2202
"Piran/Pirano";"Ostali nastanitveni objekti";...;2068;6453;5879;...;2139;6835;6199;...;1684;5918;5440;...;1678;5675;5186;...;1713;5734;5265;...;1703;5747;5135;...;1524;5266;4800;...;1504;5399;4928
"LJUBLJANA";"Skupine nastanitvenih objektov - SKUPAJ";...;3356;7290;6858;...;3342;7197;6787;...;3745;8186;7738;...;3667;8182;7807;...;4040;9056;8397;...;3909;9252;8569;...;4022;9597;8882;...;4138;10030;9249
"LJUBLJANA";"Hoteli in podobni nastanitveni objekti";39;2211;4391;4114;40;2181;4257;4010;35;2148;4216;3937;37;2198;4347;4110;43;2583;5385;4857;46;2630;5484;4944;47;2654;5555;4992;50;2706;5683;5087
"LJUBLJANA";"Kampi";1;300;600;600;1;300;600;600;1;300;600;600;1;364;600;600;1;300;600;600;1;174;522;522;1;174;522;522;2;186;584;572
"LJUBLJANA";"Ostali nastanitveni objekti";...;845;2299;2144;...;861;2340;2177;...;1297;3370;3201;...;1105;3235;3097;...;1157;3071;2940;...;1105;3246;3103;...;1194;3520;3368;...;1246;3763;3590
"Ljubljana";"Skupine nastanitvenih objektov - SKUPAJ";...;3356;7290;6858;...;3342;7197;6787;...;3745;8186;7738;...;3667;8182;7807;...;4040;9056;8397;...;3909;9252;8569;...;4022;9597;8882;...;4138;10030;9249
"Ljubljana";"Hoteli in podobni nastanitveni objekti";39;2211;4391;4114;40;2181;4257;4010;35;2148;4216;3937;37;2198;4347;4110;43;2583;5385;4857;46;2630;5484;4944;47;2654;5555;4992;50;2706;5683;5087
"Ljubljana";"Kampi";1;300;600;600;1;300;600;600;1;300;600;600;1;364;600;600;1;300;600;600;1;174;522;522;1;174;522;522;2;186;584;572
"Ljubljana";"Ostali nastanitveni objekti";...;845;2299;2144;...;861;2340;2177;...;1297;3370;3201;...;1105;3235;3097;...;1157;3071;2940;...;1105;3246;3103;...;1194;3520;3368;...;1246;3763;3590
"MESTNE OBÈINE";"Skupine nastanitvenih objektov - SKUPAJ";...;3143;6835;6535;...;3261;7046;6739;...;3510;8001;7558;...;3780;8760;8363;...;4073;10104;9669;...;4016;9561;9101;...;4193;9964;9521;...;4396;10356;9903
"MESTNE OBÈINE";"Hoteli in podobni nastanitveni objekti";81;2381;4802;4599;83;2450;4842;4639;80;2391;4924;4619;84;2580;5341;5049;88;2604;5489;5157;86;2638;5533;5178;81;2722;5632;5299;86;2752;5685;5342
"MESTNE OBÈINE";"Kampi";5;160;500;500;5;160;500;500;6;164;610;610;5;150;540;540;7;305;1440;1440;6;262;968;968;7;317;1198;1198;8;384;1304;1304
"MESTNE OBÈINE";"Ostali nastanitveni objekti";...;602;1533;1436;...;651;1704;1600;...;955;2467;2329;...;1050;2879;2774;...;1164;3175;3072;...;1116;3060;2955;...;1154;3134;3024;...;1260;3367;3257
"Celje";"Skupine nastanitvenih objektov - SKUPAJ";...;245;491;470;...;279;556;535;...;356;677;623;...;275;610;586;...;309;682;655;...;304;668;641;...;407;908;886;...;408;909;887
"Celje";"Hoteli in podobni nastanitveni objekti";8;219;412;391;9;253;477;456;8;239;485;462;8;236;484;461;8;241;485;459;8;240;482;456;8;311;593;572;8;312;594;573
"Celje";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;30;120;120;1;30;120;120
"Celje";"Ostali nastanitveni objekti";...;26;79;79;...;26;79;79;...;117;192;161;...;39;126;125;...;68;197;196;...;64;186;185;...;66;195;194;...;66;195;194
"Kranj";"Skupine nastanitvenih objektov - SKUPAJ";...;307;754;681;...;307;753;678;...;321;820;741;...;315;780;695;...;322;788;713;...;389;936;844;...;398;932;842;...;431;1025;925
"Kranj";"Hoteli in podobni nastanitveni objekti";8;218;496;426;8;218;495;426;8;218;482;411;8;218;482;411;8;220;480;415;11;286;634;547;9;268;598;514;9;269;605;515
"Kranj";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Kranj";"Ostali nastanitveni objekti";...;89;258;255;...;89;258;252;...;103;338;330;...;97;298;284;...;102;308;298;...;103;302;297;...;130;334;328;...;162;420;410
"Maribor";"Skupine nastanitvenih objektov - SKUPAJ";...;1061;2121;2075;...;1098;2280;2227;...;1281;2838;2704;...;1591;3545;3403;...;1790;4369;4203;...;1730;3952;3779;...;1817;4083;3916;...;1808;4046;3885
"Maribor";"Hoteli in podobni nastanitveni objekti";27;801;1598;1562;30;830;1730;1692;27;832;1751;1638;30;957;2027;1904;31;966;2050;1929;31;955;2057;1932;31;1030;2192;2074;32;1036;2187;2070
"Maribor";"Kampi";-;-;-;-;-;-;-;-;1;14;100;100;-;-;-;-;1;100;500;500;1;100;200;200;1;100;200;200;1;100;200;200
"Maribor";"Ostali nastanitveni objekti";...;260;523;513;...;268;550;535;...;435;987;966;...;634;1518;1499;...;724;1819;1774;...;675;1695;1647;...;687;1691;1642;...;672;1659;1615
"Murska Sobota";"Skupine nastanitvenih objektov - SKUPAJ";...;179;369;344;...;197;406;383;...;196;419;387;...;193;417;401;...;206;441;422;...;197;433;409;...;200;449;420;...;237;516;488
"Murska Sobota";"Hoteli in podobni nastanitveni objekti";7;178;365;342;6;158;316;293;6;157;329;297;6;154;327;311;7;167;351;332;6;158;343;319;6;161;359;330;5;156;347;321
"Murska Sobota";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Murska Sobota";"Ostali nastanitveni objekti";...;1;4;2;...;39;90;90;...;39;90;90;...;39;90;90;...;39;90;90;...;39;90;90;...;39;90;90;...;81;169;167
"Nova Gorica";"Skupine nastanitvenih objektov - SKUPAJ";...;647;1395;1370;...;653;1416;1390;...;664;1468;1429;...;714;1588;1559;...;752;1695;1669;...;715;1560;1531;...;700;1575;1552;...;765;1743;1704
"Nova Gorica";"Hoteli in podobni nastanitveni objekti";10;480;924;914;11;485;939;929;13;507;984;961;14;572;1112;1091;15;579;1146;1124;13;579;1143;1122;12;546;1056;1044;13;549;1065;1046
"Nova Gorica";"Kampi";3;100;300;300;3;100;300;300;3;90;310;310;3;90;340;340;4;110;380;380;3;75;240;240;3;100;350;350;3;100;350;350
"Nova Gorica";"Ostali nastanitveni objekti";...;67;171;156;...;68;177;161;...;67;174;158;...;52;136;128;...;63;169;165;...;61;177;169;...;54;169;158;...;116;328;308
"Novo mesto";"Skupine nastanitvenih objektov - SKUPAJ";...;386;1001;926;...;388;1008;933;...;403;1072;1001;...;398;1038;970;...;342;968;882;...;329;847;771;...;326;845;769;...;330;859;785
"Novo mesto";"Hoteli in podobni nastanitveni objekti";11;257;565;535;10;242;490;460;10;246;507;474;9;247;511;481;10;232;578;507;9;228;496;435;8;222;479;418;9;232;501;440
"Novo mesto";"Kampi";1;40;160;160;1;40;160;160;1;40;160;160;1;40;160;160;1;40;160;160;1;32;128;128;1;32;128;128;1;32;128;128
"Novo mesto";"Ostali nastanitveni objekti";...;89;276;231;...;106;358;313;...;117;405;367;...;111;367;329;...;70;230;215;...;69;223;208;...;72;238;223;...;66;230;217
"Slovenj Gradec";"Skupine nastanitvenih objektov - SKUPAJ";...;121;297;272;...;185;297;272;...;139;374;351;...;150;470;446;...;174;504;477;...;177;513;486;...;178;540;516;...;195;589;569
"Slovenj Gradec";"Hoteli in podobni nastanitveni objekti";3;87;176;173;3;151;176;173;3;87;176;173;3;87;176;173;4;91;192;189;3;87;176;173;3;87;173;173;3;87;173;173
"Slovenj Gradec";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;22;88;88
"Slovenj Gradec";"Ostali nastanitveni objekti";...;34;121;99;...;34;121;99;...;52;198;178;...;63;294;273;...;83;312;288;...;90;337;313;...;91;367;343;...;86;328;308
"Velenje";"Skupine nastanitvenih objektov - SKUPAJ";...;197;407;397;...;154;330;321;...;150;333;322;...;144;312;303;...;178;657;648;...;175;652;640;...;167;632;620;...;222;669;660
"Velenje";"Hoteli in podobni nastanitveni objekti";7;141;266;256;6;113;219;210;5;105;210;203;6;109;222;217;5;108;207;202;5;105;202;194;4;97;182;174;7;111;213;204
"Velenje";"Kampi";1;20;40;40;1;20;40;40;1;20;40;40;1;20;40;40;1;55;400;400;1;55;400;400;1;55;400;400;1;100;418;418
"Velenje";"Ostali nastanitveni objekti";...;36;101;101;...;21;71;71;...;25;83;79;...;15;50;46;...;15;50;46;...;15;50;46;...;15;50;46;...;11;38;38
"DRUGE OBÈINE";"Skupine nastanitvenih objektov - SKUPAJ";...;5294;14830;13896;...;5601;15650;14640;...;6114;17267;16157;...;6019;16981;15908;...;5878;16665;15670;...;5766;16697;15634;...;5936;17079;16027;...;6113;17674;16532
"DRUGE OBÈINE";"Hoteli in podobni nastanitveni objekti";191;2682;6238;5768;196;2833;6552;6061;194;2757;6260;5775;196;2742;6260;5769;180;2509;5759;5326;176;2380;5526;5044;184;2469;5724;5252;197;2537;5933;5430
"DRUGE OBÈINE";"Kampi";19;1146;3316;3298;19;1139;3296;3278;17;996;2986;2986;18;1023;3073;3071;19;1096;3200;3200;21;1029;3139;3135;20;1065;3250;3250;23;1179;3618;3618
"DRUGE OBÈINE";"Ostali nastanitveni objekti";...;1466;5276;4830;...;1629;5802;5301;...;2361;8021;7396;...;2254;7648;7068;...;2273;7706;7144;...;2357;8032;7455;...;2402;8105;7525;...;2397;8123;7484
"Ajdovšèina";"Skupine nastanitvenih objektov - SKUPAJ";...;70;181;162;...;74;211;194;...;218;664;641;...;149;481;461;...;196;679;665;...;210;744;723;...;200;683;659;...;200;681;652
"Ajdovšèina";"Hoteli in podobni nastanitveni objekti";2;45;94;86;2;45;94;86;1;39;81;78;1;39;81;78;2;48;100;92;2;48;100;93;2;48;100;92;2;48;100;92
"Ajdovšèina";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;50;200;200;1;55;220;220;1;55;220;220;1;50;200;200
"Ajdovšèina";"Ostali nastanitveni objekti";...;25;87;76;...;29;117;108;...;179;583;563;...;110;400;383;...;98;379;373;...;107;424;410;...;97;363;347;...;102;381;360
"Apaèe";"Skupine nastanitvenih objektov - SKUPAJ";...;9;16;16;...;9;16;16;...;9;16;16;...;9;16;16;...;9;16;16;...;9;16;16;...;9;16;16;...;9;16;16
"Apaèe";"Hoteli in podobni nastanitveni objekti";1;9;16;16;1;9;16;16;1;9;16;16;1;9;16;16;1;9;16;16;1;9;16;16;1;9;16;16;1;9;16;16
"Apaèe";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Apaèe";"Ostali nastanitveni objekti";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;...;-;-;-;...;-;-;-;...;-;-;-
"Beltinci";"Skupine nastanitvenih objektov - SKUPAJ";...;5;17;13;...;5;17;13;...;5;17;13;...;13;31;27;...;13;31;27;...;9;19;19;...;8;14;14;...;8;14;14
"Beltinci";"Hoteli in podobni nastanitveni objekti";1;4;12;8;1;4;12;8;1;4;12;8;2;12;26;22;2;12;26;22;1;8;14;14;1;8;14;14;1;8;14;14
"Beltinci";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Beltinci";"Ostali nastanitveni objekti";...;1;5;5;...;1;5;5;...;1;5;5;...;1;5;5;...;1;5;5;...;1;5;5;...;-;-;-;...;-;-;-
"Benedikt";"Skupine nastanitvenih objektov - SKUPAJ";...;11;22;22;...;11;22;22;...;20;56;48;...;23;56;48;...;28;77;67;...;28;77;67;...;28;77;67;...;28;77;67
"Benedikt";"Hoteli in podobni nastanitveni objekti";-;-;-;-;-;-;-;-;1;6;14;14;1;6;14;14;2;14;35;33;2;14;35;33;2;14;35;33;2;14;35;33
"Benedikt";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Benedikt";"Ostali nastanitveni objekti";...;11;22;22;...;11;22;22;...;14;42;34;...;17;42;34;...;14;42;34;...;14;42;34;...;14;42;34;...;14;42;34
"Bistrica ob Sotli";"Skupine nastanitvenih objektov - SKUPAJ";...;3;11;9;...;3;11;9;...;-;-;-;...;5;10;10;...;4;12;10;...;7;16;16;...;7;33;27;...;5;25;18
"Bistrica ob Sotli";"Hoteli in podobni nastanitveni objekti";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Bistrica ob Sotli";"Kampi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
