"Prenoèitvene zmogljivosti po: OBÈINE, SKUPINE NASTANITVENIH OBJEKTOV,"
"LETO , MERITVE"

"ZDRAVILIŠKE OBÈINE"
" ";"Hoteli in podobni nastanitveni objekti"
" ";" ";"2008"
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";46
" ";" ";"2015"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";11
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";38
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";38
" ";" ";"2016"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";33
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";108
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";104
"DRUGE OBÈINE"
" ";"Hoteli in podobni nastanitveni objekti"
" ";" ";"2008"
" ";" ";" ";"Število objektov";191
" ";" ";" ";"Število sob";2682
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";6238
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5768
" ";" ";"2009"
" ";" ";" ";"Število objektov";196
" ";" ";" ";"Število sob";2833
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";6552
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";6061
" ";" ";"2010"
" ";" ";" ";"Število objektov";194
" ";" ";" ";"Število sob";2757
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";6260
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5775
" ";" ";"2011"
" ";" ";" ";"Število objektov";196
" ";" ";" ";"Število sob";2742
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";6260
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5769
" ";" ";"2012"
" ";" ";" ";"Število objektov";180
" ";" ";" ";"Število sob";2509
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5759
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5326
" ";" ";"2013"
" ";" ";" ";"Število objektov";176
" ";" ";" ";"Število sob";2380
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5526
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5044
" ";" ";"2014"
" ";" ";" ";"Število objektov";184
" ";" ";" ";"Število sob";2469
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5724
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5252
" ";" ";"2015"
" ";" ";" ";"Število objektov";197
" ";" ";" ";"Število sob";2537
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5933
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5430
" ";" ";"2016"
" ";" ";" ";"Število objektov";205
" ";" ";" ";"Število sob";2809
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";6716
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";6113
" ";"Kampi"
" ";" ";"2008"
" ";" ";" ";"Število objektov";19
" ";" ";" ";"Število sob";1146
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";3316
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";3298
" ";" ";"2009"
" ";" ";" ";"Število objektov";19
" ";" ";" ";"Število sob";1139
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";3296
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";3278
" ";" ";"2010"
" ";" ";" ";"Število objektov";17
" ";" ";" ";"Število sob";996
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";2986
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";2986
" ";" ";"2011"
" ";" ";" ";"Število objektov";18
" ";" ";" ";"Število sob";1023
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";3073
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";3071
" ";" ";"2012"
" ";" ";" ";"Število objektov";19
" ";" ";" ";"Število sob";1096
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";3200
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";3200
" ";" ";"2013"
" ";" ";" ";"Število objektov";21
" ";" ";" ";"Število sob";1029
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";3139
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";3135
" ";" ";"2014"
" ";" ";" ";"Število objektov";20
" ";" ";" ";"Število sob";1065
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";3250
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";3250
" ";" ";"2015"
" ";" ";" ";"Število objektov";23
" ";" ";" ";"Število sob";1179
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";3618
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";3618
" ";" ";"2016"
" ";" ";" ";"Število objektov";24
" ";" ";" ";"Število sob";1214
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";3850
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";3850
" ";"Ostali nastanitveni objekti"
" ";" ";"2008"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";1466
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5276
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";4830
" ";" ";"2009"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";1629
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5802
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5301
" ";" ";"2010"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";2361
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";8021
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";7396
" ";" ";"2011"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";2254
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";7648
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";7068
" ";" ";"2012"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";2273
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";7706
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";7144
" ";" ";"2013"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";2357
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";8032
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";7455
" ";" ";"2014"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";2402
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";8105
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";7525
" ";" ";"2015"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";2397
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";8123
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";7484
" ";" ";"2016"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";2434
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";8336
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";7730
"Ajdovšèina"
" ";"Hoteli in podobni nastanitveni objekti"
" ";" ";"2008"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";45
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";94
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";86
" ";" ";"2009"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";45
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";94
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";86
" ";" ";"2010"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";39
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";81
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";78
" ";" ";"2011"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";39
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";81
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";78
" ";" ";"2012"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";48
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";100
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";92
" ";" ";"2013"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";48
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";100
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";93
" ";" ";"2014"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";48
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";100
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";92
" ";" ";"2015"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";48
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";100
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";92
" ";" ";"2016"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";51
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";110
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";107
" ";"Kampi"
" ";" ";"2008"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2009"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2010"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2011"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2012"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";50
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";200
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";200
" ";" ";"2013"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";55
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";220
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";220
" ";" ";"2014"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";55
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";220
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";220
" ";" ";"2015"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";50
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";200
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";200
" ";" ";"2016"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";51
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";204
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";204
" ";"Ostali nastanitveni objekti"
" ";" ";"2008"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";25
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";87
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";76
" ";" ";"2009"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";29
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";117
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";108
" ";" ";"2010"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";179
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";583
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";563
" ";" ";"2011"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";110
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";400
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";383
" ";" ";"2012"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";98
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";379
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";373
" ";" ";"2013"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";107
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";424
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";410
" ";" ";"2014"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";97
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";363
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";347
" ";" ";"2015"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";102
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";381
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";360
" ";" ";"2016"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";99
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";407
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";375
"Apaèe"
" ";"Hoteli in podobni nastanitveni objekti"
" ";" ";"2008"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";9
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";16
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";16
" ";" ";"2009"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";9
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";16
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";16
" ";" ";"2010"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";9
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";16
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";16
" ";" ";"2011"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";9
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";16
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";16
" ";" ";"2012"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";9
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";16
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";16
" ";" ";"2013"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";9
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";16
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";16
" ";" ";"2014"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";9
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";16
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";16
" ";" ";"2015"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";9
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";16
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";16
" ";" ";"2016"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";9
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";16
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";16
" ";"Kampi"
" ";" ";"2008"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2009"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2010"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2011"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2012"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2013"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2014"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2015"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2016"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";"Ostali nastanitveni objekti"
" ";" ";"2008"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2009"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2010"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2011"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2012"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2013"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2014"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2015"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2016"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
"Beltinci"
" ";"Hoteli in podobni nastanitveni objekti"
" ";" ";"2008"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";4
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";12
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";8
" ";" ";"2009"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";4
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";12
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";8
" ";" ";"2010"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";4
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";12
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";8
" ";" ";"2011"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";12
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";26
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";22
" ";" ";"2012"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";12
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";26
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";22
" ";" ";"2013"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";8
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";14
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";14
" ";" ";"2014"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";8
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";14
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";14
" ";" ";"2015"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";8
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";14
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";14
" ";" ";"2016"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";8
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";14
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";14
" ";"Kampi"
" ";" ";"2008"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2009"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2010"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2011"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2012"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2013"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2014"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2015"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2016"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";"Ostali nastanitveni objekti"
" ";" ";"2008"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";1
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5
" ";" ";"2009"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";1
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5
" ";" ";"2010"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";1
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5
" ";" ";"2011"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";1
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5
" ";" ";"2012"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";1
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5
" ";" ";"2013"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";1
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5
" ";" ";"2014"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2015"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2016"
" ";" ";" ";"Število objektov";...
" ";" ";" ";"Število sob";1
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";5
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";5
"Benedikt"
" ";"Hoteli in podobni nastanitveni objekti"
" ";" ";"2008"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2009"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2010"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";6
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";14
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";14
" ";" ";"2011"
" ";" ";" ";"Število objektov";1
" ";" ";" ";"Število sob";6
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";14
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";14
" ";" ";"2012"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";14
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";35
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";33
" ";" ";"2013"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";14
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";35
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";33
" ";" ";"2014"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";14
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";35
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";33
" ";" ";"2015"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";14
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";35
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";33
" ";" ";"2016"
" ";" ";" ";"Število objektov";2
" ";" ";" ";"Število sob";14
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";35
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";33
" ";"Kampi"
" ";" ";"2008"
" ";" ";" ";"Število objektov";-
" ";" ";" ";"Število sob";-
" ";" ";" ";"Zmogljivosti - ležišèa - SKUPAJ";-
" ";" ";" ";"Zmogljivosti - ležišèa - stalna";-
" ";" ";"2009"
" ";" ";" ";"Število objektov";-
